web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
1586609155-12466,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,RAJ  KISHORE NAYAK,😀😃,Reviewed in India on 10 October 2019,"I did'nt received in my product receipt in mail.awsm product
fingerprint 5 *
Camera 5*
Battery 5*",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_271?ie=UTF8&filterByStar=five_star&pageNumber=271&reviewerType=all_reviews
1586614298-19334,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,niel,Buy op7 instead,Reviewed in India on 12 August 2019,Too big to use,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_147?ie=UTF8&filterByStar=four_star&pageNumber=147&reviewerType=all_reviews
1586596343-3709,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ghanshyam,Over all camera result not good,Reviewed in India on 3 June 2019,"Camera result not satisfactory
Call recording not working properly",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_260?ie=UTF8&pageNumber=260&reviewerType=all_reviews
1586622566-26909,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,AARON,go for it awesome phone,Reviewed in India on 11 August 2019,Worth every penny...was a Samsung note 8 user but found this better...,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&pageNumber=55&reviewerType=all_reviews
1586622713-27450,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Sups,One plus 7,Reviewed in India on 5 October 2019,Fingerprint scanner sometime does not working.apart from this camera quality is excellent and battery life is allso good.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_109?ie=UTF8&pageNumber=109&reviewerType=all_reviews
1586605529-7005,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical,Imtiyaz,7PRO,Reviewed in India on 26 June 2019,"There is no pocket mode function like 6PRO
most of time camere open in pocket",3.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_90?ie=UTF8&filterByStar=critical&pageNumber=90&reviewerType=all_reviews
1586595992-2273,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Aravind Karthikeyan,"Forget all the other brands, Most premium phone ever made.",Reviewed in India on 13 October 2019,Guys don't believe in negative reviews. They probably don't value the device properly. Just go for it. Most premium phone ever and yes it's Oxygen OS runs through the tasks like a hot knife passing through butter. Before buying I never had an idea how fast it could be but now I'm experiencing the fastest phone in the market.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_117?ie=UTF8&pageNumber=117&reviewerType=all_reviews
1586607508-7956,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,JAIDEEP KAUSHAL,fingerprint is super quick response camera is good but the slow motion it blinking lot,Reviewed in India on 8 March 2020,fingerprint is super quick response camera is good but the slow motion it blinking lot better have improved the other oneplus phone but still not reached up to that mark,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=four_star&pageNumber=22&reviewerType=all_reviews
1586609009-11935,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Rahul Sivanunni,Great phone,Reviewed in India on 31 October 2019,Ultra smooth. Has everything you could ever need in a phone. Maybe IR blaster is something that could be added,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_218?ie=UTF8&filterByStar=five_star&pageNumber=218&reviewerType=all_reviews
1586610450-14832,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews,Amazon Customer,Phone with great features but less to be used as phone,Reviewed in India on 8 November 2019,This review is as interesting as the phone it asks abt fingerprint; camera and battery only and these all 3 are very good....but I hv not bought a new phone for just features if the core is job is of 2 star quality. Sim 2 outgoing call is very poor other person is not able to listen anything.  The signal reception and microphone are just average ...neot yet thought of using bluetooth or additional device. Should improve,3.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=three_star&pageNumber=7&reviewerType=all_reviews
1586596312-3568,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,hemanadh,Not worthble failure in one plus series till date,Reviewed in India on 18 July 2019,Camera quality is worst and the tempered glass is having bubbles charging is not going well,2.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_246?ie=UTF8&pageNumber=246&reviewerType=all_reviews
1586596792-5369,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Partha Bhattacharyya,Great Phone,Reviewed in India on 30 July 2019,Nice phone 2 days old - finding it great,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_426?ie=UTF8&pageNumber=426&reviewerType=all_reviews
1586609151-12453,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Ajinkya Gulhane,Value for Money,Reviewed in India on 3 October 2019,"Very good and innovative design, camera quality is extremely good and very fast as well as smooth in use.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_269?ie=UTF8&filterByStar=five_star&pageNumber=269&reviewerType=all_reviews
1586616145-24142,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Amazon Customer,WhatsApp Issue,Reviewed in India on 19 February 2020,Hanging most of the time uploading photos in WhatsApp,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_441?ie=UTF8&filterByStar=five_star&pageNumber=441&reviewerType=all_reviews
1586622412-26423,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Krishna Yadav,Half Flagship,Reviewed in India on 21 November 2019,"Good for avarage user
1. Camera is 8/10
2. Sound (ear+speaker) Dolby10/10
3. Battery 8/10
4. Charging speed 8/10
5. Front look 7/10
6. Accessories available in box 6/10
7. Performance 9/10
8. Price 7/10
9. Network 9/10
10. Face lock 9/10",4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
1586609434-13520,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Kabilan.N.D,Excellent performance🔥💯,Reviewed in India on 28 October 2019,Battery life and fast supporting charger performance is lit🔥💯😁,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_376?ie=UTF8&filterByStar=five_star&pageNumber=376&reviewerType=all_reviews
1586609115-12325,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Mahesh Kumar B,I fully recommend this handset,Reviewed in India on 7 March 2020,Everything is fine but little bit battery backup not so great,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_257?ie=UTF8&filterByStar=five_star&pageNumber=257&reviewerType=all_reviews
1586608437-9884,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Shrinidhi A M,Go for it ! A really powerful workhorse with quite the minute details.,Reviewed in India on 16 February 2020,"Best things

1) The space is massive upto 128 GB so really need not worry about the space

2) Frankly this is my second One Plus, my earlier one is One Plus 6T which is blazing fast got this it's much more blazing fast.

3) You may think the features & options of One Plus 7T & Redmi Note 8 Pro are similar but trust the facts One Plus 7T is leagues ahead of Redmi or any iPhone or any phone.

4) The options and way of working is really really fast compared to any other phone.

5) Most importantly it's all about regular updates and timely fixes. The One Plus community is pretty strong here.

6) It's worth your money, worth in the show of it;  Rest is all in details

Best thing about 1+

They ensure regular updates !!",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews
1586608844-11303,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Amazon Customer,The best device In one word I'll just describe Awesome,Reviewed in India on 21 January 2020,The best device with perfect OS/UI and powerful processor and a Great display with smooth 90hz refresh rate. In one word I'll just describe Awesome,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_154?ie=UTF8&filterByStar=five_star&pageNumber=154&reviewerType=all_reviews
1586623829-29326,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Prakash,Not upto that mark,Reviewed in India on 22 August 2019,Very poor battery packup,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_296?ie=UTF8&pageNumber=296&reviewerType=all_reviews
1586595669-1238,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ramakrishnan,One plus 7.mob.my view.,Reviewed in India on 20 May 2019,"Today I received the parcel intact.The parcel contained only the phone and it's charger.There was no ear phone, operation manual,I find in a youtube regarding one plus 7 box containing earphone, operating manual,two type of mob.cover.(color choice).I would like to know the reason for the missing item.Please respond.",4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews
1586623790-29183,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Ishwar makwana,"Good,.",Reviewed in India on 10 November 2019,Very good!!!,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_282?ie=UTF8&pageNumber=282&reviewerType=all_reviews
1586607822-9116,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Amazon Customer,Oneplus,Reviewed in India on 7 December 2019,Awesome phone with powerful performance,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_138?ie=UTF8&filterByStar=four_star&pageNumber=138&reviewerType=all_reviews
1586609589-14088,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Binod,Go for it,Reviewed in India on 29 October 2019,Awesome phone,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_433?ie=UTF8&filterByStar=five_star&pageNumber=433&reviewerType=all_reviews
1586622541-26823,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,subhash ray,Incredible,Reviewed in India on 25 September 2019,"Best phone at this range .
Processor is fast other than compared to any phone. Go for it best phone in this price range than other phones.oneplus is a turstworthy comapany.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews
1586596334-3664,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Emi has not been converted,Reviewed in India on 20 November 2019,"Dear Amazon team,

I have purchase this phone via axis bank credit card with 6 emi but emi has not been converted.
Please solve the problem as soon as possible.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_256?ie=UTF8&pageNumber=256&reviewerType=all_reviews
1586609695-14391,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Balbhadrasinh Rajusinh Chauhan,Headset not given.,Reviewed in India on 25 January 2020,Company Stereo Headset came not handset.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_463?ie=UTF8&filterByStar=five_star&pageNumber=463&reviewerType=all_reviews
1586614193-18960,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Swati,Awesome,Reviewed in India on 27 June 2019,Best phone ever,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_110?ie=UTF8&filterByStar=four_star&pageNumber=110&reviewerType=all_reviews
1586607477-7843,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Ravi Kant Anand,Fix the listed issues and One Plus you'll be my all time favourite😀,Reviewed in India on 6 November 2019,"Below are the issues listed after 10 days of usage:

1. This is a performance phone absolutely no doubt about it but it isn't delivering the top notch performance, it takes around 2-3 seconds to load just after restart.

2. Caller picture is getting blurred. I tried with some third party apps also but the issue still exists with some caller. But when I set caller picture  for any contact with phone's default caller picture feature, I'm still getting blurred image when I call someone.

3. Sometimes (let's say 2 out of 10 times) when connected with Bluetooth headset the sound output flickers, when phone is locked. Works fine when phone is unlocked. However, it get resolved while I disconnect the device and reconnect.

4. Sometimes I feel heating issues with this phone (I'm not a PUBG guy, I don't play heavy games on phone). With normal usage, I feel heating issues. However, occurrence frequency of this issue is very low.

5. Sometimes I don't see music navigation layout when phone is locked. I have to restart the device, then able to see the navigation buttons on lock screen.

I'll reach out to One Plus service center and hope they'll resolve it.

Overall this is a good choice within 40k bracket,  AMOLED + 90Hz display is awesome. Camera in daylight is great. Haven't tested the supermicro shots. Nightmode picture quality lies between good to very good (very good excluded).

Thanks,
A satisfied One Plus user (If they resolve the above mentioned issues😃 )",4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=four_star&pageNumber=11&reviewerType=all_reviews
1586623957-29818,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Vivek Dogra,One plus,Reviewed in India on 9 November 2019,Cool product,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_346?ie=UTF8&pageNumber=346&reviewerType=all_reviews
1586609492-13679,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Amazon Customer,I like it,Reviewed in India on 1 March 2020,Very good product,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_392?ie=UTF8&filterByStar=five_star&pageNumber=392&reviewerType=all_reviews
1586608574-10263,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,SYA,Great Phone at unbelievable price,Reviewed in India on 3 October 2019,"The latest edition of the OnePlus series, the OnePlus 7T, like it's predecessors is powerful device with top of the line build quality at an unbelievable price.
Its an improved version over OnePlus 7 and therefore anyone comparing must choose this over the other one.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&filterByStar=five_star&pageNumber=50&reviewerType=all_reviews
1586616102-23946,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,MAYUR Patel,I want bill for these product,Reviewed in India on 9 March 2020,"I like it as allrounder., I want a bill for these product",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_422?ie=UTF8&filterByStar=five_star&pageNumber=422&reviewerType=all_reviews
1586622555-26871,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,S. Suhas,Would recommend to anyone hands down!,Reviewed in India on 15 November 2019,"The camera, the battery life and in built Oxygen OS features optimized for efficient battery and performance is awesome.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&pageNumber=51&reviewerType=all_reviews
1586616074-23828,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Asif Bloch,7 pro best phone,Reviewed in India on 6 September 2019,"Excellent camera , super battery backup, superb phone",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_410?ie=UTF8&filterByStar=five_star&pageNumber=410&reviewerType=all_reviews
1586624299-31180,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Bhupesh Thakkar,Not worthy,Reviewed in India on 22 August 2019,Ok,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_420?ie=UTF8&pageNumber=420&reviewerType=all_reviews
1586622650-27224,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Rakesh Reddy,Good phone needs camera improvements,Reviewed in India on 18 September 2019,Capturing photos with different colors not natural colours.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_86?ie=UTF8&pageNumber=86&reviewerType=all_reviews
1586624235-30859,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=one_star,Tinu,Error while setup,Reviewed in India on 7 October 2019,"Hi Team,
I am getting the below error. Android setup keeps stopping",1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&filterByStar=one_star&pageNumber=48&reviewerType=all_reviews
1586609786-14631,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,sundeep,Beast at this price,Reviewed in India on 26 November 2019,Only those who buy can experience this beast.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_487?ie=UTF8&filterByStar=five_star&pageNumber=487&reviewerType=all_reviews
1586609614-14158,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Sk S.,Oneplust 7T is Awesome for playing PUBG Mobile Game.,Reviewed in India on 9 December 2019,Oneplust 7T is Awesome for playing PUBG Mobile Game.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_440?ie=UTF8&filterByStar=five_star&pageNumber=440&reviewerType=all_reviews
1586595844-1849,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Prince,Camera quality is superb,Reviewed in India on 9 March 2020,"Camera quality  4.5/5
Battery life  4/5
Performance  4.5/5
Fingerprint reader  3.5/5
Looks(Nebula blue)  5+/5
Top feature  Nightescape mode
Oneplus always comes with the flagships phones and breaks down the market every time.
Best thing about OnePlus is Premium quality, and always proves why OnePlus is the best android phone.
It can be compared with Iphones.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&reviewerType=all_reviews
1586596779-5301,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Basant nailwal,Wow phone,Reviewed in India on 9 October 2019,The phone is just as powerful as the name oneplus. Really happy. Best phone in the market at this price.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_420?ie=UTF8&pageNumber=420&reviewerType=all_reviews
1586596621-4732,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Yeas,Reviewed in India on 19 August 2019,New product car battery garam nahin hota hai aur iska camera bahut accha hai..,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_363?ie=UTF8&pageNumber=363&reviewerType=all_reviews
1586596129-2836,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Manish Makwana,ONE PLUS 7 PRO,Reviewed in India on 29 May 2019,"One Plus 7 pro cell is nice but with some cons like its weight,battery back up less ,camera not good and its very long.",4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_173?ie=UTF8&pageNumber=173&reviewerType=all_reviews
1586607648-8513,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Kapil,Great phone,Reviewed in India on 6 November 2019,Ambient display was working perfectly but now it has stopped working. Rest everything is working fine.,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_78?ie=UTF8&filterByStar=four_star&pageNumber=78&reviewerType=all_reviews
1586608848-11324,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,jatin,Awesome product,Reviewed in India on 6 March 2020,"Awesome in each nd every aspect..

Great performance
As per my opinion, I didn't find any cons so far.

Go for it 🙂✌️✌️",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_156?ie=UTF8&filterByStar=five_star&pageNumber=156&reviewerType=all_reviews
1586623043-28354,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Jatin Jalan,Superb Phone,Reviewed in India on 17 September 2019,Excellent Phone.. Gives Every Penny a worth. Best Phone Ever i used.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_199?ie=UTF8&pageNumber=199&reviewerType=all_reviews
1586616260-24601,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Prashant,Improve camera quality,Reviewed in India on 24 July 2019,"Best phone
But camera quality bad",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_487?ie=UTF8&filterByStar=five_star&pageNumber=487&reviewerType=all_reviews
1586609292-13020,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Gagan Ailawadi,Superb Mobile,Reviewed in India on 4 November 2019,Worth the buy. Best in everything.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_326?ie=UTF8&filterByStar=five_star&pageNumber=326&reviewerType=all_reviews
1586608781-11055,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Vishal J.,The power of speed...⚡⚡⚡,Reviewed in India on 2 October 2019,"Smooth as silk...amazing experience. Camera quality is too good. Just loving it. Fingerprint reader is super fast. Battery is good for a full day.
⭐⭐⭐⭐⭐",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_130?ie=UTF8&filterByStar=five_star&pageNumber=130&reviewerType=all_reviews
