web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
1586609519-13788,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,rana s.,OUTSTANDING,Reviewed in India on 10 March 2020,"Zeher,,,No Disappointment,,,Its A Brand Boiii",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_403?ie=UTF8&filterByStar=five_star&pageNumber=403&reviewerType=all_reviews
1586624077-30127,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Parthsoni,Best,Reviewed in India on 8 August 2019,Best mobile,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_365?ie=UTF8&pageNumber=365&reviewerType=all_reviews
1586605670-7523,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical,Shipra Singh,Wastage,Reviewed in India on 20 December 2019,Price loose 😡😡 53000 k liyaa ab 42000 same,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_142?ie=UTF8&filterByStar=critical&pageNumber=142&reviewerType=all_reviews
1586622656-27242,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,AG,Amazing,Reviewed in India on 13 September 2019,Best phone ever. Looks too good too.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_88?ie=UTF8&pageNumber=88&reviewerType=all_reviews
1586624138-30393,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Amazon Customer,-_-,Reviewed in India on 24 August 2019,Cool,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_379?ie=UTF8&pageNumber=379&reviewerType=all_reviews
1586609672-14336,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,satvik arora,Great Phone,Reviewed in India on 9 March 2020,Great Product 2 months experience is good,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_458?ie=UTF8&filterByStar=five_star&pageNumber=458&reviewerType=all_reviews
1586611380-16083,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=two_star&reviewerType=all_reviews,kavit nehra,Not satisfied,Reviewed in India on 7 November 2019,I like the sound any touch of this but the camera quality not really gud..its similar like oppo,2.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=two_star&pageNumber=10&reviewerType=all_reviews
1586622793-27745,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Ram kumar,Gets hang when I type,Reviewed in India on 31 July 2019,"I bought this phone on 15th July and now I am facing a problem in typing,it gets hang when I type",1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_138?ie=UTF8&pageNumber=138&reviewerType=all_reviews
1586625708-32592,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star,Murali ym,Stereo speakers,Reviewed in India on 8 June 2019,"While playing music ,vibrating backside of the phone 😥🤔",3.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_64?ie=UTF8&filterByStar=three_star&pageNumber=64&reviewerType=all_reviews
1586608428-9843,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Nikhil,A definite step up over all of its' predecessors!,Reviewed in India on 2 October 2019,"First day of using the 7T. Though most of the features were available with other flagship phones and at a much cheaper price I went ahead with Oneplus thanks to my flawless experience with OP5 for 2.5 years.
Coming to the performance of the phone, the standout aspect would be the 90Hz refresh rate. The phone just seems to run so much smoother than its competitors. Other aspects would be the camera (obviously), dash charging(which definitely improved over Oneplus 5 and the aspect ratio of the screen which is just perfect. I feel the phone is heavier than the previous one I have used but this is not an issue at all.
Will update after a few weeks as I explore the phone more as it is still too early to give a definitive review of the phone. So far, I'm loving the phone and I believe Oneplus has delivered yet again.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews
1586610963-15740,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews,Amazon Customer,Slow motion blurr,Reviewed in India on 9 January 2020,"While taking the slow motion video, it's taking blurrrr",1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&filterByStar=one_star&pageNumber=44&reviewerType=all_reviews
1586605626-7377,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical,ramesh Dongare,Simple best,Reviewed in India on 23 June 2019,One of the best phone,3.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_127?ie=UTF8&filterByStar=critical&pageNumber=127&reviewerType=all_reviews
1586623681-29017,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Divyaraj mandloi,Good,Reviewed in India on 1 December 2019,Good phone,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_266?ie=UTF8&pageNumber=266&reviewerType=all_reviews
1586607530-8047,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,HM,More is expected,Reviewed in India on 5 December 2019,"Yet another good phone by one plus. However this product has certain limitations and issues like poor battery life, phone gets hang (unexpected) and difficulty in changing video screens.",4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&filterByStar=four_star&pageNumber=31&reviewerType=all_reviews
1586609747-14473,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,arpan,Satisfied,Reviewed in India on 25 February 2020,Value for money,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_471?ie=UTF8&filterByStar=five_star&pageNumber=471&reviewerType=all_reviews
1586596129-2840,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ashish Samantray,One of the best android phone one can have,Reviewed in India on 22 August 2019,Battery kife is not that good..And face unlock is fast but not that much safe..One of my friend unlocked my phone by face unlock...And there are some small bugs which are needed to be fixed and oneplus is doing their job well... At last GREAT PHONE..,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_173?ie=UTF8&pageNumber=173&reviewerType=all_reviews
1586608441-9896,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Amazon Customer,Screen like Butter and camera features like DSLR,Reviewed in India on 18 October 2019,"Battery is the only fear that i expect will be low but thanks to power management it is gently goes approx 22-23 hrs easily with normal working like 3-4 hrs youtube, internet, full day location on and more over calling more than 3 hrs in a day what i use daily. Very sufficient for me as unexpected from this 3800 mah battery only.

Moreover camera quality is just mind blowing specially front camera and rear portrait mode and nightscape mode is awesome and also macro mode is just fantastic one...beat every segment of flagship....
not its time to screen....so its like butter in ur hand....just one word to explain this mini moster is 'AWESOME'. My first oneplus phone it is and i just Love Oneplus.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews
1586624275-31046,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Jash,Need to check up properly,Reviewed in India on 12 October 2019,"Not a proper phone deliver to me
Within 1 months today my phone is not charging
Sometimes its hang dont know what is happening",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_412?ie=UTF8&pageNumber=412&reviewerType=all_reviews
1586615900-23176,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Nitin Bagde,Very good,Reviewed in India on 22 August 2019,Good,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_345?ie=UTF8&filterByStar=five_star&pageNumber=345&reviewerType=all_reviews
1586624129-30349,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=one_star,Tushar,Don't buy,Reviewed in India on 11 July 2019,Don't buy this phone.. after 20days of usage some black adhesive is coming out from the righthand side of the handset. Went to the service center and they have denied to replace the handset as there replacement policy is of 10days.,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=one_star&pageNumber=23&reviewerType=all_reviews
1586623401-28705,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,pusarla srinu,Super mobile,Reviewed in India on 6 October 2019,Nice Mobile camera quality avg over all good,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_234?ie=UTF8&pageNumber=234&reviewerType=all_reviews
1586605628-7390,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical,Rajesh kejriwal,Nice phone,Reviewed in India on 9 March 2020,Earphone jack,3.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_128?ie=UTF8&filterByStar=critical&pageNumber=128&reviewerType=all_reviews
1586614236-19127,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Manish jha,Good,Reviewed in India on 20 August 2019,It is real smooth and camera quality is awesome,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_127?ie=UTF8&filterByStar=four_star&pageNumber=127&reviewerType=all_reviews
1586607955-9661,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Naresh Bhanawat,Good display and performance but avg camera,Reviewed in India on 14 October 2019,"Camera captures very good images but not consistently, at times the images are too dramatic and lack detail.

Performance is very good and smooth, though I noticed it hanged while running WhatsApp and gallery once. May be some software issue.

Display is superb. Without 90hz refresh it's working flawless and I did not notice any benefit of using 90hz refresh setting so to me it's more of marketing gimmick or may be it's more useful in high end games which I haven't tried yet.

I bought it after comparing it with k20pro, op7pro and iPhone 11 and I am satisfied with its performance so far.

Camera 8, display 9, performance 9 battery 8 (drains quickly and charges quickly too), value for money 8.5",4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_192?ie=UTF8&filterByStar=four_star&pageNumber=192&reviewerType=all_reviews
1586596077-2623,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,deejay,Premium mobile with higher price 💲💲💲,Reviewed in India on 23 July 2019,"The name says everything the oneplus 7pro Version. it has everything. I love the oxygen os
Little big on side. If you can hold big phone in palm go for it",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_152?ie=UTF8&pageNumber=152&reviewerType=all_reviews
1586595916-2059,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,RISHIKESH RANJAN,Awesome phone with great specifications,Reviewed in India on 26 July 2019,"Battery-*****
Display-*****
Battery-*****
Fingerprint-*****
Camera quality-*****
Such a great phone with great specifications...fallen love with this phone.. Really awesome",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_95?ie=UTF8&pageNumber=95&reviewerType=all_reviews
1586624198-30649,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,sukumar mallick,OS i lick you,Reviewed in India on 22 August 2019,A1,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_390?ie=UTF8&pageNumber=390&reviewerType=all_reviews
1586609034-12024,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Girish,Asome phone,Reviewed in India on 8 January 2020,The best choice,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_226?ie=UTF8&filterByStar=five_star&pageNumber=226&reviewerType=all_reviews
1586609155-12468,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Katari Bhargav,Nice,Reviewed in India on 19 December 2019,Best T  upgrade so far,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_271?ie=UTF8&filterByStar=five_star&pageNumber=271&reviewerType=all_reviews
1586608605-10382,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Nagesh Kumar,Wow phone...,Reviewed in India on 29 October 2019,"One plus 7t wow phone, it's fingerprint sensor face scanner everything is just awesome but the battery life could have been better they should have given atleast 4000mah battery",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_62?ie=UTF8&filterByStar=five_star&pageNumber=62&reviewerType=all_reviews
1586624184-30592,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=one_star,RAJESH,Naa lena bhaiyo,Reviewed in India on 5 November 2019,Bekar gatiya mobile china to china hi rahega kabhi naa sudhare,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&filterByStar=one_star&pageNumber=37&reviewerType=all_reviews
1586609277-12961,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Shubham thakur,VALUE FOR MONEY,Reviewed in India on 2 December 2019,This is the great phone I switched Samsung to OnePlus great experience,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_320?ie=UTF8&filterByStar=five_star&pageNumber=320&reviewerType=all_reviews
1586622948-28169,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Danish safir,1+,Reviewed in India on 30 October 2019,Amazing phone its design and features,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_181?ie=UTF8&pageNumber=181&reviewerType=all_reviews
1586607650-8526,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Jeetu bhandari,One of the best phone,Reviewed in India on 26 February 2020,Excellent,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&filterByStar=four_star&pageNumber=79&reviewerType=all_reviews
1586596226-3192,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Aditya Andurkar,Just Go For It...,Reviewed in India on 21 May 2019,"The phone is just awesome. the looks, its performance, everything.

The only con is that there is no earphone jack also the do not provide audio adapter converter like they used to provide it with earlier models.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_209?ie=UTF8&pageNumber=209&reviewerType=all_reviews
1586609188-12602,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Manivel Jkbmv,Fabulous,Reviewed in India on 3 March 2020,"Simply ... Battery life is good camera , performance display everything is massive",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_284?ie=UTF8&filterByStar=five_star&pageNumber=284&reviewerType=all_reviews
1586625380-31811,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=two_star,Prem kishan singh,Battery life is awesome,Reviewed in India on 18 August 2019,Only battery life is better touch and other this no good as Samsung S9 or any other premium phones,2.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=two_star&pageNumber=19&reviewerType=all_reviews
1586596758-5220,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,mogili Suresh,Mobile Heating,Reviewed in India on 9 June 2019,Worst mobile Previous i am one Plus 5 user OnePlus is good.  OnePlus 7Pro Mobile heating and Battery draining fast.,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_411?ie=UTF8&pageNumber=411&reviewerType=all_reviews
1586610920-15558,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews,ankita sharma,I want my bill of my mobile,Reviewed in India on 8 October 2019,"I m not recovery. bill of this mobile
I want my bill",1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=one_star&pageNumber=26&reviewerType=all_reviews
1586622729-27512,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Shiva Nagesh,Not worthfull for money,Reviewed in India on 31 August 2019,Phone is not ringing properly.proper notification is not their for phone call. Hanging phone while calling.,2.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_115?ie=UTF8&pageNumber=115&reviewerType=all_reviews
1586607527-8035,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Shahzad rjd,#OnePlus #NeverSettle #OnePlus7T,Reviewed in India on 29 March 2020,"Feels good to be back! I didn't realize how much I missed this phone 😅 Right out the box, Oxygen OS is still my favorite Android experience. Setup took less than two minutes. No lag. No crazy configurations. The OnePlus 7T is good to go. #OnePlus #NeverSettle #OnePlus7T",4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&filterByStar=four_star&pageNumber=30&reviewerType=all_reviews
1586609444-13537,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,jeetu jhamtani,The beast phone,Reviewed in India on 4 March 2020,Best smartphone in this budget segment the beast 🤟,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_378?ie=UTF8&filterByStar=five_star&pageNumber=378&reviewerType=all_reviews
1586610911-15524,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews,Nupur P.,Worst experience,Reviewed in India on 29 March 2020,"When I received the product is ok but on 25th march I saw a colour patch on the right side of display... There is no physical damage on my phone..
This is not good I used phones but this type of things will never happened... Not satisfied",1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=one_star&pageNumber=22&reviewerType=all_reviews
1586608585-10304,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Amazon Customer,1 month user review,Reviewed in India on 8 November 2019,"Overall the device is damn good. It is upto the brand name and fame.
Battery should have been little better but the warp charger does the job with excellence.
If you want a good camera phone with high gaming experience feel free to buy the device.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_54?ie=UTF8&filterByStar=five_star&pageNumber=54&reviewerType=all_reviews
1586614347-19444,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,sundar,Monster,Reviewed in India on 2 October 2019,Monster,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_158?ie=UTF8&filterByStar=four_star&pageNumber=158&reviewerType=all_reviews
1586609492-13676,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,surendra Singh sendhav,Best camera quality,Reviewed in India on 3 March 2020,Best camera quality and twitter will be waiting and slow,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_392?ie=UTF8&filterByStar=five_star&pageNumber=392&reviewerType=all_reviews
1586616197-24369,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,prashant godade,"No words, like me this product. Awesome...",Reviewed in India on 2 March 2020,"No words, awesome mobile.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_464?ie=UTF8&filterByStar=five_star&pageNumber=464&reviewerType=all_reviews
1586608487-10020,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Aishwarya,Amazinggggg phone.. Oneplus I love you,Reviewed in India on 5 February 2020,"Wow! Phone is super fast, super easy, super fun!
Oneplus I love you!
Battery is super fast wrap charging & lasts for 2 days (if not a gamer) - if a gamer
Camera clarity is beyond words
Mobile is Neithr heavy or light weight!
Pretty comfy while usage!
Full screen display, movie theater kinda feeling boss..
Many more to say, but can visit YouTube & search, cz many hv done reviews(better than me) 😁",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=five_star&pageNumber=26&reviewerType=all_reviews
1586623901-29603,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Deepak pudi,Nice phne,Reviewed in India on 9 November 2019,Good phone,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_324?ie=UTF8&pageNumber=324&reviewerType=all_reviews
1586596005-2333,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Prime Member,Clearly the best smart phone ever from OnePlus.,Reviewed in India on 3 August 2019,I can't believe. It's the best ever phone I have ever used. Even an iPhone can't match the display and smoothness of its display. Go for it.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_123?ie=UTF8&pageNumber=123&reviewerType=all_reviews
1586623790-29180,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Saif Ali Khan,great,Reviewed in India on 14 October 2019,its really a mclaren,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_282?ie=UTF8&pageNumber=282&reviewerType=all_reviews
1586596398-3933,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Komal parikh,Beautiful!,Reviewed in India on 24 January 2020,Excellent,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_283?ie=UTF8&pageNumber=283&reviewerType=all_reviews
