web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
1586615710-22716,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Django,Best phone under 50k,Reviewed in India on 25 June 2019,"A slight delay in starting of camera.
Phone is getting stuck for 3 4 seconds some times",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_299?ie=UTF8&filterByStar=five_star&pageNumber=299&reviewerType=all_reviews
1586608557-10200,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Arpan Ghorui,THE BEST ANDROID THERE,Reviewed in India on 24 October 2019,"One of best phone i have used so far, buttery smooth experience and if you want the best experience under 40k , its the device to go with, only issue is the battery life, i am a sort of a heavy user so the battery drains to fast to my  liking but its ok, another thing is sometimes the ambient display is not working properly, i think its a software bug, oneplus can fix this easily. Overall considering the budget, this is the best phone out there, camera superb, experience superb, display astonishing, I JUST LOVE IT .",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&filterByStar=five_star&pageNumber=44&reviewerType=all_reviews
1586616265-24616,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,sahil kansal,Worth every penny..,Reviewed in India on 29 July 2019,"Except for the weight, everything is perfect.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_489?ie=UTF8&filterByStar=five_star&pageNumber=489&reviewerType=all_reviews
1586605561-7127,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical,Abi,waste,Reviewed in India on 9 October 2019,phone stop working,2.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_102?ie=UTF8&filterByStar=critical&pageNumber=102&reviewerType=all_reviews
1586616125-24052,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Kavish Gangrade,Flagship killer,Reviewed in India on 26 February 2020,It's an amazing phone...value for money,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_432?ie=UTF8&filterByStar=five_star&pageNumber=432&reviewerType=all_reviews
1586608651-10535,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Loges S,"best phone ever , :)",Reviewed in India on 5 February 2020,"best phone ever , dont miss it :)
everything in this is just amazing , especially sound effects its louder than my laptop .
but the only thing is battery , but it charges up really , so its ok
amazing phone . :)",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_78?ie=UTF8&filterByStar=five_star&pageNumber=78&reviewerType=all_reviews
1586596551-4454,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Radhika n.,One plus 7 pro it's ok but not sure Good,Reviewed in India on 8 June 2019,I am charging the mobile for 10 to20 min heavy heating problem and camera quality zoom green color showing the screen,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_335?ie=UTF8&pageNumber=335&reviewerType=all_reviews
1586596480-4229,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rohit,Not cause for money!,Reviewed in India on 11 June 2019,"Display is good!
Camera not upto the mark!",3.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_312?ie=UTF8&pageNumber=312&reviewerType=all_reviews
1586624163-30493,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,SUMEET,The phone is very good,Reviewed in India on 10 November 2019,No,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_384?ie=UTF8&pageNumber=384&reviewerType=all_reviews
1586623006-28315,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Ripesh Dhimmar,Class,Reviewed in India on 9 September 2019,Classical Phone,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_195?ie=UTF8&pageNumber=195&reviewerType=all_reviews
1586609501-13719,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,nand kishore,Cool phone,Reviewed in India on 31 January 2020,Best android phone till now... Loved it,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_396?ie=UTF8&filterByStar=five_star&pageNumber=396&reviewerType=all_reviews
1586608713-10796,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,RAMIN SHAH MUHAMMED,90 HZ Nailed It. 💯💯,Reviewed in India on 12 January 2020,"Excellent 👌 Performance.
Camera is great , in case of nightmode the quality lacks a bit, u need minimum lighting condition to work perfectly.
Battery : Normal use it can last for 2 days.
Heavy use around 5- 6 hours.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_104?ie=UTF8&filterByStar=five_star&pageNumber=104&reviewerType=all_reviews
1586608900-11505,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Anand Verma,Satisfied. Paisa Vasool,Reviewed in India on 11 January 2020,Phone is simply amazing. It's been months using Oneplus 7T and I feel so satisfied. Camera quality is the plus with zero noise in the night capturing.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_175?ie=UTF8&filterByStar=five_star&pageNumber=175&reviewerType=all_reviews
1586616182-24297,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Mangesh ratnalikar,Premium phone by looks and by performance,Reviewed in India on 28 June 2019,Loving it,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_457?ie=UTF8&filterByStar=five_star&pageNumber=457&reviewerType=all_reviews
1586609007-11934,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Vasudevan Kumar,OnePlus 7T,Reviewed in India on 11 November 2019,Excellent phone. The fingerprint and facial recognition features work extremely well.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_217?ie=UTF8&filterByStar=five_star&pageNumber=217&reviewerType=all_reviews
1586608773-11026,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,sundararajan,Flagship performance,Reviewed in India on 3 January 2020,Good battery for normal calls and multimedia use.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_127?ie=UTF8&filterByStar=five_star&pageNumber=127&reviewerType=all_reviews
1586616208-24408,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,DEEPAK KUMAR KUSHWAHA,Very good,Reviewed in India on 25 August 2019,Very good,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_468?ie=UTF8&filterByStar=five_star&pageNumber=468&reviewerType=all_reviews
1586596332-3656,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kumar sudipt,Superfast,Reviewed in India on 4 November 2019,"Flawless, awesome, mind-blowing smartphone,i just love the one plus smartphones, really smooth and very fast, durable, oxygen os is superb",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_255?ie=UTF8&pageNumber=255&reviewerType=all_reviews
1586596051-2523,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ankit Mhapankar,Smooth experience phone,Reviewed in India on 13 November 2019,Screen quality is best on this phone.. watching of movie and video is an real experience on this device..os is butter smooth...but wish one+ listens to its customers and provide and 3.5 mm audio jack to make this phone complete and bring down its price to make it true flagship killer....,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_142?ie=UTF8&pageNumber=142&reviewerType=all_reviews
1586615793-22885,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Balasubramaniam,M A Bala One Plus Phone,Reviewed in India on 15 December 2019,"Great Mobile..
Superior camera quality..
Wrap Charging amazing one..",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_316?ie=UTF8&filterByStar=five_star&pageNumber=316&reviewerType=all_reviews
1586616245-24535,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Rohit Vaish,Super display till now!!,Reviewed in India on 26 July 2019,Excellent experience with oneplus 7pro.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_481?ie=UTF8&filterByStar=five_star&pageNumber=481&reviewerType=all_reviews
1586625413-31887,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=two_star,akshay varshney,Camera is too slow,Reviewed in India on 15 June 2019,Its ok,2.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&filterByStar=two_star&pageNumber=27&reviewerType=all_reviews
1586623822-29306,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Shrishti Nandan,Classy phone,Reviewed in India on 5 September 2019,Mirror blue color,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_294?ie=UTF8&pageNumber=294&reviewerType=all_reviews
1586607723-8777,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Krishna singh,Awesome phone,Reviewed in India on 25 January 2020,"Awesome phone & quality,fully satisfied....😊😊",4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_104?ie=UTF8&filterByStar=four_star&pageNumber=104&reviewerType=all_reviews
1586609678-14348,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Amazon Customer,Very Nice,Reviewed in India on 12 November 2019,Nice features,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_459?ie=UTF8&filterByStar=five_star&pageNumber=459&reviewerType=all_reviews
1586625655-32355,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star,Satish jakhar,Normal mobile,Reviewed in India on 15 December 2019,Nothing good nothing bad about mobile,3.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&filterByStar=three_star&pageNumber=41&reviewerType=all_reviews
1586623681-29024,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Piyush,Better for other..,Reviewed in India on 4 October 2019,Fully satisfy..a good experience.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_266?ie=UTF8&pageNumber=266&reviewerType=all_reviews
1586622825-27849,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,praneeth Reddy,Gud phone. Great battery nice camera.,Reviewed in India on 26 October 2019,Fully loaded phon for daily usage and also gaming.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_149?ie=UTF8&pageNumber=149&reviewerType=all_reviews
1586596259-3334,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Tushar D.,It’s fabulous,Reviewed in India on 5 November 2019,"What all do you expect. 7pro has it all. It’s great. Best in its class, great value for money, camera is awesome.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_223?ie=UTF8&pageNumber=223&reviewerType=all_reviews
1586611375-16061,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=two_star&reviewerType=all_reviews,Rishabh M.,Bad overall experience,Reviewed in India on 29 February 2020,The phone is not able to fulfill the desired expectation of a top notch mobile phone and within 2 days only it has started getting hanged for long time periods. The battery is another issue. It drains reatively quickly even when the phone is not being used.,2.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=two_star&pageNumber=8&reviewerType=all_reviews
1586608598-10349,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Hitesh Sharma,"Awesome , worth buying",Reviewed in India on 11 October 2019,"Awesome camera , awesome display , awesome speed
Worth buying
But I thought that in the box , they will give us Bluetooth earphones but later I found that those were meant for only promoters
Anyways the product is awesome and beats any other phone",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_59?ie=UTF8&filterByStar=five_star&pageNumber=59&reviewerType=all_reviews
1586607899-9415,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Kunal anand,Good phone,Reviewed in India on 11 December 2019,It is a good phone,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_168?ie=UTF8&filterByStar=four_star&pageNumber=168&reviewerType=all_reviews
1586596261-3344,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shazen,Great phone and display,Reviewed in India on 12 October 2019,Loved the display and the camera. Nebula blue looks awesome,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_224?ie=UTF8&pageNumber=224&reviewerType=all_reviews
1586622533-26790,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Kunal,Premium device,Reviewed in India on 9 August 2019,"Battery life - 9/10
Display - 9/10
Fingerprint sensor - 10/10
Camera Quality - 8/10
Looks - 10/10
(Suggestion - Buy LoopAudio Hyperloop Wireless Earphones along with this)",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews
1586605657-7488,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical,KALYAN RAUT,DEATH OF A HYPE,Reviewed in India on 18 June 2019,"This phone looks good in blue but colour options are very limited a very big negative. Mobile market is very much competitive but OnePlus 7 and pro failed to do justice with colour, screen guard, battery, no cables comparing price, cameras, sound, touch response, no IP, notification etc. etc. This phone is not in mid budget nor a premium one with so much deficiencies. Customer will get one colour for such config and price, that colour for those config and price..... Just a childish decision. Company can take such binding steps when it's product is 100 percent secured in every aspects and get 10/10 in all points from customers. This is nothing but the death of a hype.",1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_138?ie=UTF8&filterByStar=critical&pageNumber=138&reviewerType=all_reviews
1586625703-32572,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star,Anji,Finger print,Reviewed in India on 24 January 2020,Finger print not properly work,3.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_62?ie=UTF8&filterByStar=three_star&pageNumber=62&reviewerType=all_reviews
1586622574-26937,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Bhavay Sharma,Poor battery life,Reviewed in India on 27 August 2019,4 star because of battery life. Need a bigger one.,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_58?ie=UTF8&pageNumber=58&reviewerType=all_reviews
1586605679-7555,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical,Partha B.,Amazon does all sort of drama to replace the faulty item.,Reviewed in India on 28 August 2019,"No baba I will not take risk , review is really bad.
Amazon does all noting to replace the phone.
They did not replace my last phone still sometimes it hangs.",1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_145?ie=UTF8&filterByStar=critical&pageNumber=145&reviewerType=all_reviews
1586623929-29711,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,T sharma,Camera not good,Reviewed in India on 23 August 2019,Camera not good,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_335?ie=UTF8&pageNumber=335&reviewerType=all_reviews
1586595923-2075,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,omkar p.,So many glitches in phones,Reviewed in India on 10 February 2020,"This is an Honest Review.

First of all Overall phone is good

But within the 1st of use, I got to know their are lots and lots of little issues - like not able to share Pics on WhatsApp, sometimes gallery doesn't open, touch is not responsive sometimes. In appstore not able to download apps.

Frankly speaking My 10000 Wala phone work better than this

Can anyone help me with this, am I the only one facing this issue. ???",3.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_97?ie=UTF8&pageNumber=97&reviewerType=all_reviews
1586623179-28464,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Suresh,Love oneplus,Reviewed in India on 23 August 2019,Mobile beast. Very attractive and fast,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_210?ie=UTF8&pageNumber=210&reviewerType=all_reviews
1586596635-4775,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Atul,Top notch,Reviewed in India on 7 January 2020,Sometimes while sending pictures through WhatsApp I am facing trouble because phone didn't work properly and hang,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_367?ie=UTF8&pageNumber=367&reviewerType=all_reviews
1586608574-10256,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Amazon Customer,Where is the 6/5 star button,Reviewed in India on 3 October 2019,"Beautiful Sound.
Awesome gaming experience
Fabulous camera
All in one awesome package.
Thanks to amazon for prompt delivery and extra discount.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&filterByStar=five_star&pageNumber=50&reviewerType=all_reviews
1586607465-7797,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Sudipta Paria,Fits perfectly between OP7 and 7Pro but pricing could be more reasonable,Reviewed in India on 15 October 2019,"Fingerprint Reader and Face Unlock both are quite fast and works perfectly mostly.
Camera is very good at the price point, comparable to OnePlus 7 Pro but there is still scope of improvements.
Battery life is good and lasts a full day for medium usage.
The screen is really nice and cool with 90Hz refresh rate and looks brighter than other AMOLED display phones in that price range.
However, there are some important omissions like lack of notification lights, Always On display feature, Low performance from front camera in low light etc.
The pricing seems not reasonable since the competition is much higher now and most of the features are available at lower price range.

To conclude, Impressive effort from OnePlus, Significant upgrade but costs more than the expectation.

P.S. - The main plus of this phone is Oxygen OS and given hardware chipset 855+ SoC which makes the phone blazing fast.",4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=four_star&pageNumber=6&reviewerType=all_reviews
1586609218-12732,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,sonam bhatia,No connector,Reviewed in India on 16 October 2019,"There is no connector or earphones with the phone, could you please suggest.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_297?ie=UTF8&filterByStar=five_star&pageNumber=297&reviewerType=all_reviews
1586616208-24407,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,sujith,awsome product,Reviewed in India on 1 August 2019,awsome product...,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_468?ie=UTF8&filterByStar=five_star&pageNumber=468&reviewerType=all_reviews
1586624299-31178,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Sivasailam R,King of mobile,Reviewed in India on 12 December 2019,Excellent mobile,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_420?ie=UTF8&pageNumber=420&reviewerType=all_reviews
1586605725-7738,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical,Misbahul Huda Khan,Just another 1+ phone that doesn't cease to surprise you!,Reviewed in India on 14 August 2019,"I still have my 1+3,5 and 6. I am a one plus guy. But believe me this one plus is nothing special if you are using 1+6 or even 1+3. This is what one plus gives you.
For non oneplus users,this is the best android phone till date(within this buget obv)
So go for it if you are a non 1+ human.",2.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_163?ie=UTF8&filterByStar=critical&pageNumber=163&reviewerType=all_reviews
1586609436-13525,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Hanagud S.,Paisa Vasool,Reviewed in India on 22 January 2020,It has substituted my laptop,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_377?ie=UTF8&filterByStar=five_star&pageNumber=377&reviewerType=all_reviews
1586614100-18684,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,stephan sidhu,Excellent phone,Reviewed in India on 4 January 2020,Except for camera quality and battery life phone is excellent,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_82?ie=UTF8&filterByStar=four_star&pageNumber=82&reviewerType=all_reviews
1586605538-7036,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical,Lucky Jain,no doubt oneplus is oneplu...the ultimate phonebut..,Reviewed in India on 11 November 2019,having battery and heating issues ...otherwise overall performance is great,3.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_93?ie=UTF8&filterByStar=critical&pageNumber=93&reviewerType=all_reviews
1586624329-31355,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Seon,Fabulous,Reviewed in India on 27 July 2019,Fabulous colour & phone,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_431?ie=UTF8&pageNumber=431&reviewerType=all_reviews
