web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
1586615976-23412,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,zakariya,Nyc phone,Reviewed in India on 3 June 2019,Awesome phone i love oneplus 7😘,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_368?ie=UTF8&filterByStar=five_star&pageNumber=368&reviewerType=all_reviews
1586609153-12464,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Surya teja,Value for money,Reviewed in India on 8 November 2019,Awesome finger print reader and camera quality is quite good,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_270?ie=UTF8&filterByStar=five_star&pageNumber=270&reviewerType=all_reviews
1586624224-30795,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,P. Rahul,Beast in my hand,Reviewed in India on 28 August 2019,It's a beast,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_399?ie=UTF8&pageNumber=399&reviewerType=all_reviews
1586607827-9133,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Rakesh Jalgaonkar,OnePlus 7t,Reviewed in India on 6 November 2019,Value For Money Smartphone,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_140?ie=UTF8&filterByStar=four_star&pageNumber=140&reviewerType=all_reviews
1586610846-15314,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews,Vineet,Not worth it. Don't buy it,Reviewed in India on 9 October 2019,Want to return but they are denying. Battery draining very fast and there are some gap on the back panel. Not happy with the Amazon services no one helping,1.0 out of 5 stars,,
1586609716-14424,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Vinayak Bhardwaj,You won't regret it a bit,Reviewed in India on 24 October 2019,"I am an idiot , who bought this product.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_466?ie=UTF8&filterByStar=five_star&pageNumber=466&reviewerType=all_reviews
1586609080-12177,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Jagadeep,A beast,Reviewed in India on 8 March 2020,A true flagship phone... Love it... Ummah,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_242?ie=UTF8&filterByStar=five_star&pageNumber=242&reviewerType=all_reviews
1586595887-1973,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ankit bhardwaj,Lots of issue,Reviewed in India on 6 October 2019,"Please don't buy this product. It has lot of issue like camera hanging problem . I have already registered complaint in consumer court as well as one plus.

after 2 month  i am still facing phone hanging issue  even android 10  installed in phone. i think one plus has  no solution for my device. please don't buy this product.

service of one plus is very Bad. i have already told one plus , please take my device free of cost  for analysis.
 one plus  is supplying defective product.",1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_87?ie=UTF8&pageNumber=87&reviewerType=all_reviews
1586624342-31444,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=one_star,9099451146,very sad,Reviewed in India on 6 October 2019,camera not good,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&filterByStar=one_star&pageNumber=73&reviewerType=all_reviews
1586608471-9983,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Sharad,Just go for it hands down.,Reviewed in India on 12 November 2019,"Oxygen OS is a killer. A world of customizations at your fingertips makes you feel totally in control. I have migrated from iPhone 6S and am loving & enjoying the features of this phone and in no way missing the iOS.
At this price offering, I would recommend this phone to all those who want an upgrade but cannot shell out money for an iPhone 11.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=five_star&pageNumber=22&reviewerType=all_reviews
1586624321-31306,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Rahul Pawar,Impressive,Reviewed in India on 18 September 2019,Very good performance and extremely good value for money.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_428?ie=UTF8&pageNumber=428&reviewerType=all_reviews
1586596367-3792,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sreenivasan,Fabulous,Reviewed in India on 11 October 2019,Fabulous,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_269?ie=UTF8&pageNumber=269&reviewerType=all_reviews
1586608487-10019,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,uday,Oneplus 7t one month,Reviewed in India on 29 February 2020,"Actually oneplus 7t in performance and features are gud ,
In my one month use I facing a network issue and lagging in 20% below battery ,watching hotstar I cant see the score of match, sometimes apps are restarting automatic while using , and mainly starting I face a battery backup issue recently I got a update and it's cmg full 12 hour of continue use as before of 10 2 hour increased .

But finally 4/5",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=five_star&pageNumber=26&reviewerType=all_reviews
1586595777-1608,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Vikram Kalia,Review after 8 month's usage,Reviewed in India on 16 February 2020,"People write review instant after they buy and use the product for few days. But this review is coming after 8 months usage of One Plus 7Pro. I had One Plus 5 earlier and so I thought of going with 7Pro. I would say this phone is no match for the earlier version. This phone hangs a lot and updates are pathetic. Seems like One plus is trying to do too much on this phone or something is wrong that they are not able to fix.  Though it iss said to be their fastest phone but I find non reason on why it hangs or freeze.

After using this phone my confidence on higher models is shaky. So don't go with the wave of impressive advts. Check for the real user reviews.

Camera was better in One Plus 5. You need to edit the pics clicked indoors to make them brighter and colourful.

Battery life is just okay but you need to keep your brightness in control.

Design is good but that's not the only thing that you would buy an expensive phone for.

If with 80GB storage space as balance it starts lagging or freezing then what happens if the you are low on space like 10GB. It was almost unusable when it was that low on storage. I had to clean it out. So even if you buy a 256 GB phone just make sure you have enough storage left.

This is my personal view and points. Use your own judgement and knowledge to evaluate the phone.",2.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&pageNumber=50&reviewerType=all_reviews
1586622690-27369,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Subbulakshmi Sivaguru,A very good product to buy,Reviewed in India on 29 October 2019,"Camera quality, battery life, and other features are very satisfactory.  Very convenient for usage. Worth buying.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_101?ie=UTF8&pageNumber=101&reviewerType=all_reviews
1586625623-32222,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star,Bikramjeet singh,Good phone with microphone issue,Reviewed in India on 3 August 2019,There is microphone problem in the phone. Beco most of times the person on call complained  that they are unable to listen me clearly.,3.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&filterByStar=three_star&pageNumber=27&reviewerType=all_reviews
1586607703-8714,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Rajat,Nice OnePlus 7T Mobile Phone,Reviewed in India on 15 October 2019,Not A Memory Slot & Face Camera Quality 50 %.,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_98?ie=UTF8&filterByStar=four_star&pageNumber=98&reviewerType=all_reviews
1586609071-12139,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Mukesh kumar sinha,Nice,Reviewed in India on 7 March 2020,Gd,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_238?ie=UTF8&filterByStar=five_star&pageNumber=238&reviewerType=all_reviews
1586609151-12450,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,sreejith,Excellent product,Reviewed in India on 8 February 2020,It's very nice product from OnePlus,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_269?ie=UTF8&filterByStar=five_star&pageNumber=269&reviewerType=all_reviews
1586595790-1663,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rajarshi Mukherjee,Perfect All-rounder,Reviewed in India on 11 September 2019,"Using this device since July. Build quality is awesome. Dolby Sound and 90hz display are the two main stand out features and they are incredible. Camera is not the best but post update its performing quite good in my opinion.
In my case Battery-powered backup is almost 20-22hrs with resolution set to 2K and refresh rate set to 90hz(with screen on time of almost 6:30hrs).
Overall the phone and UI is insanely fast and responsive. No lags what so ever.",4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&pageNumber=56&reviewerType=all_reviews
1586622858-27966,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,MANISH KUMAR,Finger print sensor is slow,Reviewed in India on 24 July 2019,In this phone there is nothing new it  just like old phone function and the body is so weak,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_160?ie=UTF8&pageNumber=160&reviewerType=all_reviews
1586607927-9534,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Dashrath nagargoje,Nice,Reviewed in India on 9 November 2019,Nice,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_180?ie=UTF8&filterByStar=four_star&pageNumber=180&reviewerType=all_reviews
1586616091-23903,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Narahari Harikrishna,So Very good this mobile,Reviewed in India on 18 October 2019,I like it mobile camera was so nice battery life also good,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_417?ie=UTF8&filterByStar=five_star&pageNumber=417&reviewerType=all_reviews
1586616282-24688,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Shahbaaz khalique,Phone's software development,Reviewed in India on 30 June 2019,Sometimes the Ambient doesn't work properly,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_496?ie=UTF8&filterByStar=five_star&pageNumber=496&reviewerType=all_reviews
1586608601-10357,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,ravi praveen padarti,Ossum amazon,Reviewed in India on 9 October 2019,Product is ossum thanks aot Amazon for your great support for me you have lots of things I can't even imagine in my dream too my dream came true coz of u guys debit emi a free credit card with 700 balance offers what not thanks slot love u guys forever and I never leave Amazon I say,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_60?ie=UTF8&filterByStar=five_star&pageNumber=60&reviewerType=all_reviews
1586596501-4280,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sharath kumar,Oneplus7pro,Reviewed in India on 5 December 2019,"I have waited for a very long time and finally i have it in my hands...
Stunning design
Gorgeous display
Incredible performance",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_317?ie=UTF8&pageNumber=317&reviewerType=all_reviews
1586622743-27560,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Useless Mobile,Reviewed in India on 11 September 2019,Better to avoid. Nothing appreciable in OnePlus 7.,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_120?ie=UTF8&pageNumber=120&reviewerType=all_reviews
1586624201-30671,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Sunil sharma,Camera zoom while taking selfie or video,Reviewed in India on 6 September 2019,"Camera is not good cos when u take video it used to get zoom.
In this rate you may buy 3 phone which is equal to OnePlus.
By price hike doesn't mean phone will be good.
Making fool to people",1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_391?ie=UTF8&pageNumber=391&reviewerType=all_reviews
1586615761-22827,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Nur Imran,Overall best,Reviewed in India on 16 August 2019,Awesome,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_310?ie=UTF8&filterByStar=five_star&pageNumber=310&reviewerType=all_reviews
1586607612-8354,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Akash,True gaming phone,Reviewed in India on 6 December 2019,Awesome phone.. I bought this for gaming.. I used to play PUBG and by using it for one months I can say it's a beast for gaming,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_62?ie=UTF8&filterByStar=four_star&pageNumber=62&reviewerType=all_reviews
1586623905-29616,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Kiran Kamble,#Best,Reviewed in India on 8 November 2019,It's perfect 🙌,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_325?ie=UTF8&pageNumber=325&reviewerType=all_reviews
1586608603-10367,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Abraham Eapen John,Wonderful phone for a wonderful price,Reviewed in India on 7 March 2020,"An amazing phone after 2 months of use. Great camera for this price. Night shots could be a bit more better. Battery is good, however not being a gamer I am not the right person to comment on battery life. Fingerprint reader is fast and accurate more than 95 percent of the time. Extremely good phone for almost half the price of the top iPhone in the market.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&filterByStar=five_star&pageNumber=61&reviewerType=all_reviews
1586622631-27152,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Sumeet Dewangan,Great value for money,Reviewed in India on 28 November 2019,"I have been using this phone for 4 months now, found no performance drops, camera is great, sound is awesome. No complaints. Great value for money.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&pageNumber=79&reviewerType=all_reviews
1586609302-13055,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Nivas,Just go for it when you get offer,Reviewed in India on 6 October 2019,"Overall mobile performance is awesome,
Battery should have been better.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_330?ie=UTF8&filterByStar=five_star&pageNumber=330&reviewerType=all_reviews
1586623841-29372,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Amazon Customer,One plus 7,Reviewed in India on 22 September 2019,"Best phone, best price.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_301?ie=UTF8&pageNumber=301&reviewerType=all_reviews
1586614164-18838,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Nitin,One of the best smartphone,Reviewed in India on 21 August 2019,M jz not satisfied with fingerprint reader and camera,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_98?ie=UTF8&filterByStar=four_star&pageNumber=98&reviewerType=all_reviews
1586616042-23691,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Kindle Customer,Excellent phone,Reviewed in India on 22 October 2019,One of the best flagship phone in the market at this price.....,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_396?ie=UTF8&filterByStar=five_star&pageNumber=396&reviewerType=all_reviews
1586610920-15560,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews,Amazon Customer,I want to return this phone,Reviewed in India on 14 November 2019,"I'm facing multiple problems regarding speakers, sometimes rear works main doens't work's, and I'm facing security issues like my phone unlocks without finger print reader's, and auto screen off while calling has issues",1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=one_star&pageNumber=26&reviewerType=all_reviews
1586608701-10750,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Rohan verma,Feels like when the first iPhone came out. Chills,Reviewed in India on 11 October 2019,This phone is a masterpiece. There is literally nothing that I could find as a flaw that should be mentioned. It will change the way you benchmark mobile phones,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_99?ie=UTF8&filterByStar=five_star&pageNumber=99&reviewerType=all_reviews
1586622846-27932,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,SPW,Cheers for flagship,Reviewed in India on 15 August 2019,"Best phone in its segment..
Best screen , speaker ,camera everything is just best..",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_157?ie=UTF8&pageNumber=157&reviewerType=all_reviews
1586596630-4752,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sanmit Sengupta,One of the best phone,Reviewed in India on 3 December 2019,One of the best phone I have ever used. Also thanks to Amazon for quick delivery.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_365?ie=UTF8&pageNumber=365&reviewerType=all_reviews
1586616082-23859,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,chetan angre,One plus 7 pro,Reviewed in India on 29 December 2019,"Best cell phone
High quality
With latest function",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_413?ie=UTF8&filterByStar=five_star&pageNumber=413&reviewerType=all_reviews
1586596772-5276,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sudipta Gayen,Free wireless Oneplus headphone on one plus.in not on Amazon,Reviewed in India on 6 February 2020,Feel cheated . No free wireless oneplus headset which is provided if you purchased from oneplus website .,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_417?ie=UTF8&pageNumber=417&reviewerType=all_reviews
1586596760-5224,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Chaitanya kumar,Very Fast and Smooth,Reviewed in India on 14 June 2019,"I loved it very Smooth Fast and accuracy mainly games,Oxygen OS
There is no words to say",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_412?ie=UTF8&pageNumber=412&reviewerType=all_reviews
1586607566-8198,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,pranav chenna,superrrr,Reviewed in India on 2 December 2019,"face unlock is super super fast even in extreme low light
camera is superb
battery needs to be improved
overall its maakkan phone",4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&filterByStar=four_star&pageNumber=46&reviewerType=all_reviews
1586622914-28048,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Vinayak Bhardwaj,Amazing phone 🥰,Reviewed in India on 16 September 2019,Everything is smooth & faster with awesome ui.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_169?ie=UTF8&pageNumber=169&reviewerType=all_reviews
1586609794-14641,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Sahil Sharma,Quality,Reviewed in India on 19 February 2020,Just awesome,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_488?ie=UTF8&filterByStar=five_star&pageNumber=488&reviewerType=all_reviews
1586624129-30353,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=one_star,Amazon Customer,Worst phone ever.,Reviewed in India on 16 February 2020,Gets hung very frequently. Pathetic customer service.,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=one_star&pageNumber=23&reviewerType=all_reviews
1586605663-7504,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical,jivesh,worst phn,Reviewed in India on 8 July 2019,"this is the worst phn i hav ever seen in my whole lyf
they called ths phn is water resistant but due to moisture in my phone m facing lots of problems this is not water resistant also its a normal phn and services are very bad so m aware u guys plz dnt buy ths phn this phn is going worst day by day ...else ur wish",1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_140?ie=UTF8&filterByStar=critical&pageNumber=140&reviewerType=all_reviews
1586607955-9656,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Kei,Not a perfect phone but gets most of the things right.,Reviewed in India on 1 December 2019,"You will get one of the best Android experience with every OnePlus phone.
This phone gets a lot of things right
• Camera is good enough
• Battery is alright since it has a 90hz display. Warp charger is definitely an added bonus
• Lack of headphone jack is my only complaint but you can buy official OnePlus dongle which is good enough
• Oxygen OS 10 on OnePlus 7T doesn't come with OnePlus navigation gesture instead ships with Google one (swipe gestures). It's not bad in any means but I'd much prefer OnePlus navigation gesture over Android 10 one
• Phone also comes with a clear case which is nice",4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_192?ie=UTF8&filterByStar=four_star&pageNumber=192&reviewerType=all_reviews
1586596758-5219,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,kunal Raut,So so,Reviewed in India on 3 February 2020,"Battery life is good, Camera Quality is excellent. But phone is not worth buying at 42999.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_411?ie=UTF8&pageNumber=411&reviewerType=all_reviews
